GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
2.964387893676758,0.7455110549926758,0.0549769401550293,0.7031469345092773,0.4606950283050537,0.046305179595947266,0.641028881072998,0.3333120346069336,0.022459030151367188,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.0021321773529052734,0.22819805145263672,0.055999040603637695,0.007657051086425781,0.11804795265197754,0.05047202110290527,0.007927179336547852,0.1905369758605957,0.02052903175354004,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.0025119781494140625,0.08705687522888184,0.0362401008605957,0.01070094108581543,0.07678914070129395,0.06633400917053223,0.00649714469909668,0.11648011207580566,0.016276836395263672,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.0018129348754882812,0.016479015350341797,0.03503704071044922,0.004868984222412109,0.026469945907592773,0.025081872940063477,0.00335693359375,0.0600130558013916,0.03521585464477539,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.00173187255859375,0.21999406814575195,0.21716690063476562,0.004932880401611328,0.09261083602905273,0.03873300552368164,0.008449077606201172,0.1487410068511963,0.01719498634338379,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.001569986343383789,0.03201484680175781,0.01705002784729004,0.008296966552734375,0.030555009841918945,0.015114068984985352,0.005647897720336914,0.043051958084106445,0.014555931091308594,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.006673097610473633,60.00091814994812,0.057211875915527344,0.011939048767089844,0.07752704620361328,0.044225215911865234,0.007810115814208984,0.0846090316772461,0.03474593162536621,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.0019998550415039062,1.1884679794311523,0.1772480010986328,0.005491971969604492,1.3564867973327637,0.13971304893493652,0.0035920143127441406,0.4876561164855957,0.05851292610168457,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.003507852554321289,0.0738229751586914,0.08929896354675293,0.007287025451660156,0.030673980712890625,0.03631186485290527,0.008862972259521484,0.0906219482421875,0.02117300033569336,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.002516031265258789,0.21036601066589355,0.111907958984375,0.013453960418701172,0.04913496971130371,0.05723094940185547,0.007333040237426758,0.1781299114227295,0.03145313262939453,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.04776787757873535,3.3412230014801025,60.00291395187378,0.03539395332336426,0.3537578582763672,0.5144801139831543,0.03751397132873535,0.2741811275482178,0.20767593383789062,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.015278100967407227,1.4119720458984375,1.0473089218139648,0.06070208549499512,0.13942503929138184,0.37685585021972656,0.0440068244934082,0.37103915214538574,0.15909910202026367,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.052617788314819336,60.00175499916077,18.237891912460327,0.035089969635009766,0.2154080867767334,0.1834712028503418,0.02516484260559082,0.22540497779846191,0.07779192924499512,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.028499126434326172,47.53583478927612,0.86114501953125,0.03654789924621582,18.582719087600708,0.2181839942932129,0.01923990249633789,3.6118991374969482,0.09121394157409668,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.021915197372436523,1.2435088157653809,0.46180200576782227,0.01770305633544922,0.3380861282348633,0.11446404457092285,0.018515825271606445,0.29273509979248047,0.06282901763916016,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
0.0059850215911865234,0.2738218307495117,3.1029531955718994,0.03594684600830078,0.07387590408325195,0.09756588935852051,0.025567054748535156,0.13954806327819824,0.06874895095825195,GLPK-DFJ,GLPK-MTZ,GLPK-GG,CPLEX-DFJ,CPLEX-MTZ,CPLEX-GG,Gurobi-DFJ,Gurobi-MTZ,Gurobi-GG
